FactKey,CustomerKey,CampaignKey,ContactKey,EconomicKey,DateKey,duration_cleaned,y,is_success,duration_category
53,49,1,1,1,1,253,no,0,Medium
54,50,1,1,1,1,179,no,0,Short
55,51,2,1,1,1,269,no,0,Medium
56,52,1,1,1,1,135,no,0,Short
57,53,1,1,1,1,161,no,0,Short
58,54,1,1,1,1,787,no,0,Very Long
59,55,1,1,1,1,145,no,0,Short
60,56,1,1,1,1,174,no,0,Short
61,57,1,1,1,1,449,no,0,Long
62,58,1,1,1,1,812,no,0,Very Long
63,59,1,1,1,1,164,no,0,Short
64,60,1,1,1,1,366,no,0,Long
65,61,1,1,1,1,357,no,0,Medium
66,62,1,1,1,1,232,no,0,Medium
67,63,1,1,1,1,91,no,0,Short
68,64,1,1,1,1,273,no,0,Medium
69,65,2,1,1,1,158,no,0,Short
70,66,1,1,1,1,177,no,0,Short
71,67,1,1,1,1,200,no,0,Medium
72,68,1,1,1,1,172,no,0,Short
73,69,1,1,1,1,176,no,0,Short
74,70,1,1,1,1,211,no,0,Medium
75,71,1,1,1,1,214,no,0,Medium
76,72,1,1,1,1,180,yes,1,Short
77,73,1,1,1,1,349,no,0,Medium
78,74,2,1,1,1,337,no,0,Medium
79,75,1,1,1,1,272,no,0,Medium
80,76,1,1,1,1,208,no,0,Medium
81,77,1,1,1,1,193,no,0,Medium
82,78,1,1,1,1,212,no,0,Medium
83,79,2,1,1,1,165,no,0,Short
84,80,1,1,1,1,180,yes,1,Short
85,81,1,1,1,1,20,no,0,Short
86,82,1,1,1,1,246,no,0,Medium
87,67,2,1,1,1,529,no,0,Long
88,83,1,1,1,1,192,no,0,Medium
89,84,1,1,1,1,180,yes,1,Short
90,85,2,1,1,1,188,no,0,Medium
91,45,2,1,1,1,180,no,0,Short
92,86,1,1,1,1,48,no,0,Short
93,87,2,1,1,1,213,no,0,Medium
94,88,1,1,1,1,545,no,0,Long
95,89,1,1,1,1,583,no,0,Long
96,90,1,1,1,1,221,no,0,Medium
97,91,1,1,1,1,426,no,0,Long
98,92,1,1,1,1,287,no,0,Medium
99,93,1,1,1,1,197,no,0,Medium
100,94,1,1,1,1,257,no,0,Medium
101,95,1,1,1,1,229,no,0,Medium
102,96,3,1,1,1,55,no,0,Short
103,97,1,1,1,1,400,no,0,Long
104,98,1,1,1,1,197,no,0,Medium
105,98,1,1,1,1,190,no,0,Medium
106,99,1,1,1,1,21,no,0,Short
107,100,2,1,1,1,300,no,0,Medium
108,101,2,1,1,1,123,no,0,Short
109,102,1,1,1,1,293,no,0,Medium
110,103,1,1,1,1,325,no,0,Medium
111,104,1,1,1,1,514,no,0,Long
112,105,2,1,1,1,849,no,0,Very Long
113,106,1,1,1,1,194,no,0,Medium
114,107,2,1,1,1,212,no,0,Medium
115,108,2,1,1,1,337,no,0,Medium
116,109,1,1,1,1,286,no,0,Medium
117,98,2,1,1,1,247,no,0,Medium
118,110,1,1,1,1,518,no,0,Long
119,111,1,1,1,1,364,no,0,Long
120,112,1,1,1,1,178,no,0,Short
121,113,1,1,1,1,98,no,0,Short
122,114,1,1,1,1,439,no,0,Long
123,115,1,1,1,1,139,no,0,Short
124,116,1,1,1,1,79,no,0,Short
125,117,1,1,1,1,175,no,0,Short
126,118,2,1,1,1,262,no,0,Medium
127,119,1,1,1,1,61,no,0,Short
128,120,1,1,1,1,78,no,0,Short
129,121,2,1,1,1,102,no,0,Short
130,122,1,1,1,1,579,yes,1,Long
131,123,1,1,1,1,143,no,0,Short
132,124,1,1,1,1,677,no,0,Very Long
133,125,1,1,1,1,267,no,0,Medium
134,126,1,1,1,1,345,no,0,Medium
135,127,1,1,1,1,185,no,0,Medium
136,128,1,1,1,1,207,no,0,Medium
137,129,2,1,1,1,69,no,0,Short
138,130,2,1,1,1,100,no,0,Short
139,131,2,1,1,1,125,no,0,Short
140,46,1,1,1,1,461,yes,1,Long
141,132,1,1,1,1,240,no,0,Medium
142,133,1,1,1,1,70,no,0,Short
143,134,1,1,1,1,193,no,0,Medium
144,135,1,1,1,1,136,no,0,Short
145,136,1,1,1,1,73,no,0,Short
146,137,1,1,1,1,528,no,0,Long
147,138,1,1,1,1,541,no,0,Long
148,139,1,1,1,1,338,no,0,Medium
149,140,1,1,1,1,163,no,0,Short
150,141,1,1,1,1,87,no,0,Short
151,142,1,1,1,1,301,no,0,Medium
152,143,1,1,1,1,46,no,0,Short
153,144,1,1,1,1,52,no,0,Short
154,145,1,1,1,1,204,no,0,Medium
155,146,1,1,1,1,155,no,0,Short
156,147,1,1,1,1,98,no,0,Short
157,148,1,1,1,1,71,no,0,Short
158,149,1,1,1,1,243,no,0,Medium
159,150,2,1,1,1,186,no,0,Medium
160,151,2,1,1,1,579,no,0,Long
161,152,2,1,1,1,165,no,0,Short
162,153,2,1,1,1,163,no,0,Short
163,154,1,1,1,1,46,no,0,Short
164,76,3,1,1,1,559,no,0,Long
165,155,1,1,1,1,180,no,0,Short
166,156,1,1,1,1,85,no,0,Short
167,157,1,1,1,1,506,no,0,Long
168,158,2,1,1,1,114,no,0,Short
169,159,2,1,1,1,114,no,0,Short
170,160,2,1,1,1,843,no,0,Very Long
171,161,1,1,1,1,181,no,0,Medium
172,162,1,1,1,1,427,no,0,Long
173,163,1,1,1,1,292,no,0,Medium
174,164,1,1,1,1,192,no,0,Medium
175,165,3,1,1,1,93,no,0,Short
176,166,2,1,1,1,128,no,0,Short
177,167,1,1,1,1,107,no,0,Short
178,168,2,1,1,1,303,no,0,Medium
179,169,1,1,1,1,81,no,0,Short
180,170,1,1,1,1,270,no,0,Medium
181,171,1,1,1,1,228,no,0,Medium
182,172,1,1,1,1,240,no,0,Medium
183,173,2,1,1,1,673,yes,1,Very Long
184,174,3,1,1,1,233,no,0,Medium
185,175,1,1,1,1,102,no,0,Short
186,176,1,1,1,1,461,no,0,Long
187,177,1,1,1,1,250,no,0,Medium
188,178,1,1,1,1,130,no,0,Short
189,96,1,1,1,1,252,no,0,Medium
190,179,1,1,1,1,138,no,0,Short
191,124,1,1,1,1,412,no,0,Long
192,180,2,1,1,1,179,no,0,Short
193,181,2,1,1,1,19,no,0,Short
194,182,2,1,1,1,228,no,0,Medium
195,183,1,1,1,1,55,no,0,Short
196,184,1,1,1,1,717,no,0,Very Long
197,22,1,1,1,1,313,no,0,Medium
198,185,1,1,1,1,289,no,0,Medium
199,186,2,1,1,1,683,no,0,Very Long
200,187,1,1,1,1,180,no,0,Short
201,188,2,1,1,1,146,no,0,Short
202,189,1,1,1,1,167,no,0,Short
203,190,2,1,1,1,356,no,0,Medium
204,191,1,1,1,1,277,no,0,Medium
205,192,1,1,1,1,172,no,0,Short
206,193,1,1,1,1,218,no,0,Medium
207,194,1,1,1,1,217,no,0,Medium
208,195,1,1,1,1,67,no,0,Short
209,196,1,1,1,1,291,no,0,Medium
210,197,1,1,1,1,248,no,0,Medium
211,198,1,1,1,1,256,no,0,Medium
212,199,1,1,1,1,286,no,0,Medium
213,200,1,1,1,1,477,no,0,Long
214,201,2,1,1,1,611,no,0,Very Long
215,202,1,1,1,1,471,no,0,Long
216,203,2,1,1,1,381,no,0,Long
217,204,1,1,1,1,251,no,0,Medium
218,205,1,1,1,1,408,no,0,Long
219,206,1,1,1,1,287,no,0,Medium
220,207,3,1,1,1,322,no,0,Medium
221,101,2,1,1,1,216,no,0,Medium
222,208,2,1,1,1,366,no,0,Long
223,209,1,1,1,1,210,no,0,Medium
224,210,1,1,1,1,288,no,0,Medium
225,211,1,1,1,1,168,no,0,Short
226,212,1,1,1,1,132,no,0,Short
227,182,2,1,1,1,64,no,0,Short
228,213,2,1,1,1,209,no,0,Medium
229,214,3,1,1,1,410,no,0,Long
230,215,1,1,1,1,177,no,0,Short
231,216,2,1,1,1,580,no,0,Long
232,217,1,1,1,1,165,no,0,Short
233,218,2,1,1,1,127,no,0,Short
234,219,1,1,1,1,357,no,0,Medium
235,220,1,1,1,1,175,no,0,Short
236,221,1,1,1,1,300,no,0,Medium
237,130,1,1,1,1,136,no,0,Short
238,61,2,1,1,1,125,no,0,Short
239,222,2,1,1,1,189,no,0,Medium
240,223,3,1,1,1,213,no,0,Medium
241,224,2,1,1,1,238,no,0,Medium
242,225,1,1,1,1,124,no,0,Short
243,226,1,1,1,1,18,no,0,Short
244,227,2,1,1,1,730,no,0,Very Long
245,228,1,1,1,1,40,no,0,Short
246,229,2,1,1,1,181,no,0,Medium
247,230,1,1,1,1,79,no,0,Short
248,231,2,1,1,1,142,no,0,Short
249,232,1,1,1,1,389,no,0,Long
250,233,1,1,1,1,702,no,0,Very Long
251,234,1,1,1,1,151,no,0,Short
252,235,1,1,1,1,211,no,0,Medium
253,236,1,1,1,1,117,no,0,Short
254,237,3,1,1,1,232,no,0,Medium
255,238,2,1,1,1,408,no,0,Long
256,239,3,1,1,1,370,no,0,Long
257,240,2,1,1,1,179,no,0,Short
258,241,1,1,1,1,46,no,0,Short
259,242,1,1,1,1,200,no,0,Medium
260,243,1,1,1,1,50,no,0,Short
261,243,1,1,1,1,181,no,0,Medium
262,244,1,1,1,1,119,no,0,Short
263,245,1,1,1,1,361,no,0,Long
264,246,3,1,1,1,73,no,0,Short
265,247,2,1,1,1,67,no,0,Short
266,244,1,1,1,1,350,no,0,Medium
267,248,2,1,1,1,150,no,0,Short
268,249,2,1,1,1,332,no,0,Medium
269,250,2,1,1,1,611,no,0,Very Long
270,251,3,1,1,1,58,no,0,Short
271,252,1,1,1,1,151,no,0,Short
272,253,2,1,1,1,89,no,0,Short
273,254,1,1,1,1,152,no,0,Short
274,255,2,1,1,1,611,no,0,Very Long
275,256,2,1,1,1,110,no,0,Short
276,257,1,1,1,1,463,no,0,Long
277,33,1,1,1,1,962,no,0,Very Long
278,51,2,1,1,1,102,no,0,Short
279,258,4,1,1,1,10,no,0,Short
280,259,3,1,1,1,118,no,0,Short
281,260,2,1,1,1,92,no,0,Short
282,36,3,1,1,1,143,no,0,Short
283,261,3,1,1,1,189,no,0,Medium
284,262,2,1,1,1,75,no,0,Short
285,263,2,1,1,1,189,no,0,Medium
286,264,2,1,1,1,55,no,0,Short
287,265,3,1,1,1,935,yes,1,Very Long
288,266,2,1,1,1,56,no,0,Short
289,267,2,1,1,1,5,no,0,Short
290,162,2,1,1,1,225,no,0,Medium
291,268,2,1,1,1,125,no,0,Short
292,269,2,1,1,1,286,no,0,Medium
293,270,2,1,1,1,206,no,0,Medium
294,271,2,1,1,1,164,no,0,Short
295,272,2,1,1,1,98,no,0,Short
296,273,2,1,1,1,446,no,0,Long
297,274,2,1,1,1,742,no,0,Very Long
298,174,2,1,1,1,120,no,0,Short
299,275,3,1,1,1,122,no,0,Short
300,276,4,1,1,1,362,no,0,Long
301,277,2,1,1,1,357,no,0,Medium
302,278,2,1,1,1,200,no,0,Medium
303,279,2,1,1,1,107,no,0,Short
304,280,2,1,1,1,267,no,0,Medium
305,281,2,1,1,1,248,no,0,Medium
306,282,2,1,1,1,215,no,0,Medium
307,283,2,1,1,1,209,no,0,Medium
308,284,2,1,1,1,205,no,0,Medium
309,285,3,1,1,1,261,no,0,Medium
310,235,2,1,1,1,83,no,0,Short
311,160,3,1,1,1,106,no,0,Short
312,286,2,1,1,1,106,no,0,Short
313,287,2,1,1,1,108,no,0,Short
314,288,2,1,1,1,214,no,0,Medium
315,289,2,1,1,1,358,no,0,Medium
316,290,2,1,1,1,453,no,0,Long
317,291,2,1,1,1,364,no,0,Long
318,292,2,1,1,1,136,no,0,Short
319,76,2,1,1,1,173,no,0,Short
320,293,2,1,1,1,241,no,0,Medium
321,294,3,1,1,1,224,no,0,Medium
322,295,2,1,1,1,148,no,0,Short
323,296,2,1,1,1,230,no,0,Medium
324,297,3,1,1,1,199,no,0,Medium
325,298,2,1,1,1,196,no,0,Medium
326,299,4,1,1,1,111,no,0,Short
327,300,3,1,1,1,231,no,0,Medium
328,301,3,1,1,1,316,no,0,Medium
329,302,2,1,1,1,240,no,0,Medium
330,287,3,1,1,1,669,no,0,Very Long
331,303,2,1,1,1,425,no,0,Long
332,262,2,1,1,1,121,no,0,Short
333,304,5,1,1,1,174,no,0,Short
334,305,5,1,1,1,88,no,0,Short
335,306,3,1,1,1,313,no,0,Medium
336,307,4,1,1,1,135,no,0,Short
337,308,2,1,1,1,152,no,0,Short
338,309,3,1,1,1,402,no,0,Long
339,107,2,1,1,1,221,no,0,Medium
340,310,2,1,1,1,213,no,0,Medium
341,311,3,1,1,1,144,no,0,Short
342,312,3,1,1,1,158,no,0,Short
343,313,3,1,1,1,220,no,0,Medium
344,86,2,1,1,1,325,no,0,Medium
345,314,2,1,1,1,254,no,0,Medium
346,315,2,1,1,1,503,no,0,Long
347,316,2,1,1,1,680,no,0,Very Long
348,317,4,1,1,1,421,no,0,Long
349,318,3,1,1,1,130,no,0,Short
350,319,2,1,1,1,164,no,0,Short
351,320,3,1,1,1,174,no,0,Short
352,321,2,1,1,1,113,no,0,Short
353,322,2,1,1,1,195,no,0,Medium
354,323,3,1,1,1,347,no,0,Medium
355,324,2,1,1,1,208,no,0,Medium
356,325,4,1,1,1,404,no,0,Long
357,326,2,1,1,1,396,no,0,Long
358,327,2,1,1,1,98,no,0,Short
359,328,3,1,1,1,229,no,0,Medium
360,329,2,1,1,1,350,no,0,Medium
361,330,3,2,1,2,88,no,0,Short
362,331,2,2,1,2,379,no,0,Long
363,116,3,2,1,2,168,no,0,Short
364,137,3,2,1,2,190,no,0,Medium
365,332,1,2,1,2,158,no,0,Short
366,333,1,2,1,2,210,no,0,Medium
367,334,1,2,1,2,102,no,0,Short
368,335,1,2,1,2,306,no,0,Medium
369,336,1,2,1,2,64,no,0,Short
370,337,1,2,1,2,218,no,0,Medium
371,170,1,2,1,2,77,no,0,Short
372,338,1,2,1,2,54,no,0,Short
373,339,1,2,1,2,344,no,0,Medium
374,340,1,2,1,2,195,no,0,Medium
375,165,1,2,1,2,202,no,0,Medium
376,29,1,2,1,2,286,no,0,Medium
377,341,1,2,1,2,278,no,0,Medium
378,342,1,2,1,2,189,no,0,Medium
379,343,1,2,1,2,83,no,0,Short
380,344,1,2,1,2,18,no,0,Short
381,345,2,2,1,2,184,no,0,Medium
382,346,1,2,1,2,235,no,0,Medium
383,347,1,2,1,2,290,no,0,Medium
384,348,1,2,1,2,133,no,0,Short
385,349,1,2,1,2,318,no,0,Medium
386,350,1,2,1,2,437,no,0,Long
387,351,1,2,1,2,402,no,0,Long
388,352,4,2,1,2,501,no,0,Long
389,353,1,2,1,2,180,yes,1,Short
390,354,1,2,1,2,180,yes,1,Short
391,355,1,2,1,2,253,no,0,Medium
392,356,1,2,1,2,149,no,0,Short
393,357,1,2,1,2,144,no,0,Short
394,358,1,2,1,2,69,no,0,Short
395,359,1,2,1,2,243,no,0,Medium
396,360,2,2,1,2,769,no,0,Very Long
397,361,3,2,1,2,135,no,0,Short
398,362,1,2,1,2,231,no,0,Medium
399,363,2,2,1,2,442,no,0,Long
400,76,1,2,1,2,199,no,0,Medium
401,364,1,2,1,2,455,no,0,Long
402,365,1,2,1,2,152,no,0,Short
403,366,1,2,1,2,124,no,0,Short
404,367,1,2,1,2,424,no,0,Long
405,368,1,2,1,2,43,no,0,Short
406,102,1,2,1,2,154,no,0,Short
407,369,1,2,1,2,393,no,0,Long
408,370,2,2,1,2,203,no,0,Medium
409,371,2,2,1,2,140,no,0,Short
410,372,1,2,1,2,326,no,0,Medium
411,373,1,2,1,2,483,no,0,Long
412,374,1,2,1,2,259,no,0,Medium
413,375,1,2,1,2,227,no,0,Medium
414,376,1,2,1,2,673,no,0,Very Long
415,377,1,2,1,2,576,no,0,Long
416,378,2,2,1,2,180,no,0,Short
417,379,1,2,1,2,90,no,0,Short
418,380,1,2,1,2,505,no,0,Long
419,381,1,2,1,2,245,no,0,Medium
420,382,1,2,1,2,186,no,0,Medium
421,383,1,2,1,2,208,no,0,Medium
422,384,1,2,1,2,623,no,0,Very Long
423,96,1,2,1,2,180,no,0,Short
424,385,3,2,1,2,496,no,0,Long
425,386,1,2,1,2,118,no,0,Short
426,387,2,2,1,2,102,no,0,Short
427,388,1,2,1,2,342,no,0,Medium
428,389,1,2,1,2,225,no,0,Medium
429,390,3,2,1,2,185,no,0,Medium
430,391,1,2,1,2,276,no,0,Medium
431,392,1,2,1,2,87,no,0,Short
432,393,1,2,1,2,744,no,0,Very Long
433,394,1,2,1,2,262,no,0,Medium
434,395,1,2,1,2,271,no,0,Medium
435,396,1,2,1,2,141,no,0,Short
436,397,2,2,1,2,198,no,0,Medium
437,398,1,2,1,2,150,no,0,Short
438,399,1,2,1,2,241,no,0,Medium
439,400,1,2,1,2,196,no,0,Medium
440,401,1,2,1,2,149,no,0,Short
441,402,1,2,1,2,264,no,0,Medium
442,403,1,2,1,2,246,no,0,Medium
443,404,2,2,1,2,309,no,0,Medium
444,405,1,2,1,2,140,no,0,Short
445,406,1,2,1,2,175,no,0,Short
446,407,1,2,1,2,136,no,0,Short
447,408,1,2,1,2,180,yes,1,Short
448,409,1,2,1,2,50,no,0,Short
449,410,1,2,1,2,101,no,0,Short
450,411,1,2,1,2,144,no,0,Short
451,410,1,2,1,2,238,no,0,Medium
452,412,1,2,1,2,354,no,0,Medium
453,413,2,2,1,2,451,no,0,Long
454,414,1,2,1,2,159,no,0,Short
455,415,1,2,1,2,170,no,0,Short
456,416,1,2,1,2,243,no,0,Medium
457,417,2,2,1,2,141,no,0,Short
458,418,1,2,1,2,112,no,0,Short
459,419,2,2,1,2,262,no,0,Medium
460,420,1,2,1,2,53,no,0,Short
461,421,1,2,1,2,134,no,0,Short
462,422,4,2,1,2,204,no,0,Medium
463,423,1,2,1,2,678,no,0,Very Long
464,424,1,2,1,2,182,no,0,Medium
465,425,1,2,1,2,162,no,0,Short
466,426,1,2,1,2,177,no,0,Short
467,427,1,2,1,2,27,no,0,Short
468,311,3,2,1,2,699,no,0,Very Long
469,428,1,2,1,2,358,no,0,Medium
470,91,1,2,1,2,180,yes,1,Short
471,42,1,2,1,2,529,no,0,Long
472,429,1,2,1,2,310,no,0,Medium
473,82,1,2,1,2,47,no,0,Short
474,430,1,2,1,2,379,no,0,Long
475,431,2,2,1,2,30,no,0,Short
476,432,1,2,1,2,472,no,0,Long
477,200,1,2,1,2,113,no,0,Short
478,433,1,2,1,2,114,no,0,Short
479,201,1,2,1,2,116,no,0,Short
480,310,1,2,1,2,448,no,0,Long
481,434,1,2,1,2,264,no,0,Medium
482,323,1,2,1,2,169,no,0,Short
483,435,1,2,1,2,145,no,0,Short
484,436,1,2,1,2,288,no,0,Medium
485,437,1,2,1,2,381,no,0,Long
486,438,2,2,1,2,176,no,0,Short
487,439,1,2,1,2,215,no,0,Medium
488,440,1,2,1,2,278,no,0,Medium
489,441,2,2,1,2,188,no,0,Medium
490,442,2,2,1,2,174,no,0,Short
491,443,2,2,1,2,226,no,0,Medium
492,444,2,2,1,2,111,no,0,Short
493,445,2,2,1,2,157,no,0,Short
494,446,1,2,1,2,46,no,0,Short
495,439,1,2,1,2,49,no,0,Short
496,391,1,2,1,2,374,no,0,Long
497,447,1,2,1,2,349,no,0,Medium
498,448,1,2,1,2,325,no,0,Medium
499,449,2,2,1,2,233,no,0,Medium
500,450,1,2,1,2,531,no,0,Long
501,145,1,2,1,2,153,no,0,Short
502,343,1,2,1,2,80,no,0,Short
503,343,1,2,1,2,198,no,0,Medium
504,451,1,2,1,2,568,no,0,Long
505,452,1,2,1,2,918,yes,1,Very Long
506,453,1,2,1,2,82,no,0,Short
507,454,3,2,1,2,198,no,0,Medium
508,455,1,2,1,2,211,no,0,Medium
509,456,1,2,1,2,120,no,0,Short
510,457,1,2,1,2,269,no,0,Medium
511,458,1,2,1,2,128,no,0,Short
512,459,2,2,1,2,166,no,0,Short
513,460,1,2,1,2,211,no,0,Medium
514,461,1,2,1,2,369,no,0,Long
515,462,1,2,1,2,91,no,0,Short
516,463,2,2,1,2,267,no,0,Medium
517,464,1,2,1,2,198,no,0,Medium
518,465,2,2,1,2,371,no,0,Long
519,466,2,2,1,2,288,no,0,Medium
520,247,1,2,1,2,221,no,0,Medium
521,467,1,2,1,2,427,no,0,Long
522,468,1,2,1,2,310,no,0,Medium
523,469,1,2,1,2,158,no,0,Short
524,470,1,2,1,2,198,no,0,Medium
525,79,1,2,1,2,145,no,0,Short
526,471,1,2,1,2,247,no,0,Medium
527,472,1,2,1,2,102,no,0,Short
528,473,2,2,1,2,179,no,0,Short
529,474,1,2,1,2,73,no,0,Short
530,475,2,2,1,2,263,no,0,Medium
531,287,2,2,1,2,342,no,0,Medium
532,476,1,2,1,2,41,no,0,Short
533,477,1,2,1,2,13,no,0,Short
534,302,2,2,1,2,79,no,0,Short
535,478,1,2,1,2,358,no,0,Medium
536,162,1,2,1,2,162,no,0,Short
537,479,1,2,1,2,150,no,0,Short
538,480,1,2,1,2,26,no,0,Short
539,481,1,2,1,2,250,no,0,Medium
540,482,1,2,1,2,792,no,0,Very Long
541,483,1,2,1,2,146,no,0,Short
542,484,1,2,1,2,440,no,0,Long
543,485,1,2,1,2,289,no,0,Medium
544,486,2,2,1,2,242,no,0,Medium
545,487,1,2,1,2,123,no,0,Short
546,488,2,2,1,2,161,no,0,Short
547,28,2,2,1,2,268,no,0,Medium
548,489,2,2,1,2,259,no,0,Medium
549,490,1,2,1,2,26,no,0,Short
550,491,1,2,1,2,153,no,0,Short
551,492,2,2,1,2,424,no,0,Long
552,493,1,2,1,2,375,no,0,Long
553,494,2,2,1,2,179,no,0,Short
554,495,1,2,1,2,383,no,0,Long
555,496,1,2,1,2,440,no,0,Long
556,497,1,2,1,2,195,no,0,Medium
557,498,3,2,1,2,180,yes,1,Short
558,499,1,2,1,2,217,no,0,Medium
559,500,1,2,1,2,87,no,0,Short
560,501,1,2,1,2,427,no,0,Long
561,502,1,2,1,2,189,no,0,Medium
562,469,1,2,1,2,502,no,0,Long
563,503,1,2,1,2,260,no,0,Medium
564,504,1,2,1,2,209,no,0,Medium
565,505,1,2,1,2,179,no,0,Short
566,506,1,2,1,2,179,no,0,Short
567,507,1,2,1,2,69,no,0,Short
568,333,2,2,1,2,105,no,0,Short
569,508,3,2,1,2,266,no,0,Medium
570,509,2,2,1,2,87,no,0,Short
571,510,2,2,1,2,524,no,0,Long
572,360,2,2,1,2,155,no,0,Short
573,58,2,2,1,2,162,no,0,Short
574,511,4,2,1,2,316,no,0,Medium
575,512,2,2,1,2,352,no,0,Medium
576,358,3,2,1,2,695,no,0,Very Long
577,513,4,2,1,2,76,no,0,Short
578,514,2,2,1,2,535,no,0,Long
579,515,2,2,1,2,310,no,0,Medium
580,516,3,2,1,2,390,no,0,Long
581,517,1,2,1,2,369,no,0,Long
582,518,2,2,1,2,112,no,0,Short
583,504,1,2,1,2,79,no,0,Short
584,519,2,2,1,2,140,no,0,Short
585,504,1,2,1,2,315,no,0,Medium
586,520,2,2,1,2,262,no,0,Medium
587,310,2,2,1,2,174,no,0,Short
588,521,2,2,1,2,424,no,0,Long
589,496,1,2,1,2,135,no,0,Short
590,522,5,2,1,2,36,no,0,Short
591,523,3,2,1,2,180,no,0,Short
592,524,2,2,1,2,219,no,0,Medium
593,525,1,2,1,2,135,no,0,Short
594,526,2,2,1,2,147,no,0,Short
595,515,2,2,1,2,407,no,0,Long
596,527,4,2,1,2,402,no,0,Long
597,528,1,2,1,2,209,no,0,Medium
598,529,2,2,1,2,92,no,0,Short
599,530,1,2,1,2,208,no,0,Medium
600,33,1,2,1,2,193,no,0,Medium
601,531,1,2,1,2,65,no,0,Short
602,532,2,2,1,2,284,no,0,Medium
603,533,1,2,1,2,285,no,0,Medium
604,391,1,2,1,2,231,no,0,Medium
605,534,1,2,1,2,278,no,0,Medium
606,439,1,2,1,2,389,no,0,Long
607,162,1,2,1,2,158,no,0,Short
608,535,2,2,1,2,78,no,0,Short
609,170,5,2,1,2,258,no,0,Medium
610,536,1,2,1,2,87,no,0,Short
611,172,2,2,1,2,147,no,0,Short
612,373,1,2,1,2,635,no,0,Very Long
613,537,1,2,1,2,289,no,0,Medium
614,538,3,2,1,2,170,no,0,Short
615,539,1,2,1,2,802,no,0,Very Long
616,341,2,2,1,2,381,no,0,Long
617,540,4,2,1,2,218,no,0,Medium
618,465,2,2,1,2,57,no,0,Short
619,397,2,2,1,2,304,no,0,Medium
620,541,3,2,1,2,241,no,0,Medium
621,542,1,2,1,2,230,no,0,Medium
622,543,4,2,1,2,79,no,0,Short
623,544,3,2,1,2,262,no,0,Medium
624,545,2,2,1,2,392,no,0,Long
625,205,2,2,1,2,201,no,0,Medium
626,546,1,2,1,2,145,no,0,Short
627,547,1,2,1,2,252,no,0,Medium
628,548,1,2,1,2,329,no,0,Medium
629,549,2,2,1,2,328,no,0,Medium
630,550,2,2,1,2,191,no,0,Medium
631,551,2,2,1,2,116,no,0,Short
632,552,1,2,1,2,246,no,0,Medium
633,553,2,2,1,2,532,no,0,Long
634,554,1,2,1,2,293,no,0,Medium
635,75,3,2,1,2,416,no,0,Long
636,555,2,2,1,2,37,no,0,Short
637,556,2,2,1,2,132,no,0,Short
638,439,2,2,1,2,530,no,0,Long
639,557,3,2,1,2,175,no,0,Short
640,558,5,2,1,2,90,no,0,Short
641,559,2,2,1,2,524,no,0,Long
642,560,3,2,1,2,29,no,0,Short
643,561,2,2,1,2,311,no,0,Medium
644,562,1,2,1,2,412,no,0,Long
645,225,2,2,1,2,211,no,0,Medium
